transaction_id	amount	is_foreign	is_online	device_type	customer_age	account_age_days	merchant_category	amount_deviation	is_fraud	transaction_day	location_risk_score	merchant_risk_score	customer_segment	num_cards_linked	avg_tx_amount_last_30d	email_domain_type	failed_login_attempts_7d	customer_tenure_level	txn_hour_category
TX0001107	113.58	0	0	mobile	40	754	entertainment	53.57	0	2	81.19	49.17	high	0	116.45	free	0	regular	morning
TX0001108	95.26	0	0	desktop	55	217	clothing	42.46	0	2	47.98	3.63	medium	1	69.72	free	1	regular	night
TX0001109	13.37	0	0	desktop	20	2311	clothing	-10.47	0	3	31.82	95.52	medium	0	78.36	free	1	loyal	afternoon
TX0001110	135.35	0	1	mobile	79	1938	travel	-17.76	0	5	5.6	95.85	low	1	69.51	free	0	loyal	afternoon
TX0001111	20.33	0	0	desktop	68	1829	travel	100.03	0	5	47.9	63	low	2	40.95	free	1	loyal	late_night
TX0001112	20.27	0	0	desktop	51	764	electronics	45.05	0	6	87.36	50.64	medium	3	93.38	free	1	regular	afternoon
TX0001113	61.6	0	0	desktop	34	2535	electronics	-9.74	0	1	48.1	3.36	medium	1	52.92	corporate	1	loyal	afternoon
TX0001114	71.9	0	0	mobile	65	2802	grocery	1.71	0	6	0.16	96.64	high	0	104.46	free	1	loyal	afternoon
TX0001115	69.42	0	0	desktop	44	2222	grocery	-52.58	0	5	79.54	97.12	low	2	78.53	free	1	loyal	afternoon
TX0001116	7.68	1	0	mobile	70	546	grocery	-17	0	3	12.9	74.32	low	3	116.07	free	2	regular	morning
TX0001117	167.95	0	1	desktop	78	3242	electronics	-29.08	0	2	16.45	2.89	high	1	82.17	free	1	loyal	afternoon
TX0001118	24.7	0	0	desktop	56	2610	clothing	-18.94	0	4	23.38	79.61	low	1	86.26	free	2	loyal	afternoon
TX0001119	11.1	0	0	mobile	40	2969	grocery	55.7	0	6	19.43	56.2	low	1	94.19	free	1	loyal	late_night
TX0001120	175.68	0	0	tablet	55	1168	clothing	-63.86	0	5	71.67	97.16	low	4	44.67	free	0	loyal	night
TX0001121	249.25	0	0	desktop	28	3145	clothing	-9.62	0	4	94.07	68.21	medium	0	97.7	free	0	loyal	morning
TX0001122	158.51	0	0	tablet	32	233	electronics	-47.32	0	5	11.71	95.59	medium	2	36.42	free	1	regular	afternoon
TX0001123	132.65	0	1	mobile	43	3574	travel	12.75	0	3	39	10.42	low	0	70.69	corporate	0	loyal	morning
TX0001124	85.19	0	1	desktop	71	3410	travel	67.55	0	2	60.14	75.58	low	0	62.41	free	0	loyal	afternoon
TX0001125	64.03	0	1	desktop	28	1977	entertainment	35.65	0	5	47.26	88.27	medium	2	59.96	free	2	loyal	morning
TX0001126	7.28	0	0	desktop	24	1375	travel	11.15	0	4	34.91	63.6	medium	2	100.76	free	3	loyal	afternoon
TX0001127	42	0	1	mobile	64	3506	grocery	50.52	0	4	22.36	54.13	low	1	52.19	free	1	loyal	afternoon
TX0001128	37.3	0	0	mobile	65	390	electronics	45.03	0	3	55.29	77.51	low	4	105.99	corporate	0	regular	afternoon
TX0001129	24.06	0	1	tablet	25	1179	clothing	-21.52	0	3	50.83	85.5	low	1	72.62	free	0	loyal	morning
TX0001130	102.82	0	1	mobile	22	1173	electronics	-85.46	1	2	99.14	62.33	medium	1	102.26	free	0	loyal	afternoon
TX0001131	54.79	0	0	tablet	34	243	entertainment	58.21	0	5	46.37	73.5	medium	2	68.24	free	2	regular	afternoon
TX0001132	6.76	0	0	mobile	40	1878	entertainment	-58.79	0	0	88.45	39.99	low	0	133.22	free	0	loyal	afternoon
TX0001133	19.9	0	0	tablet	19	3412	entertainment	-58.16	0	5	94.43	34.8	low	1	53.15	free	0	loyal	morning
TX0001134	91.97	0	1	desktop	44	671	clothing	-13.33	0	6	32.83	20.4	medium	0	89.48	free	0	regular	afternoon
TX0001135	6.33	0	0	desktop	38	635	entertainment	-29.13	0	4	29.9	62.51	high	1	89.73	unknown	0	regular	morning
TX0001136	152.42	0	1	mobile	24	3166	entertainment	-58.75	0	0	94.21	81.79	low	3	44.62	free	0	loyal	morning
TX0001137	54.68	0	0	tablet	72	395	entertainment	-4.34	0	6	57.78	66.35	medium	2	74.77	corporate	1	regular	morning
TX0001138	52.4	0	0	desktop	74	1258	clothing	-14.67	0	4	19.2	39.24	low	3	-1.27	free	1	loyal	morning
TX0001139	71.8	1	0	desktop	70	928	entertainment	24.19	0	4	25.56	98.72	medium	0	99.7	corporate	0	regular	afternoon
TX0001140	139.29	0	1	mobile	55	216	grocery	0.7	0	4	2.03	0.62	low	3	37.88	free	0	regular	night
TX0001141	34.19	1	0	desktop	43	2801	electronics	16.08	0	3	32.2	30.99	high	3	125.56	corporate	0	loyal	morning
TX0001142	90.66	0	0	desktop	47	3094	entertainment	-7.56	0	6	62.1	96.82	low	2	75.08	corporate	0	loyal	afternoon
TX0001143	66.73	0	0	mobile	29	2780	entertainment	16.62	0	0	31.17	38.54	medium	2	89.68	free	0	loyal	afternoon
TX0001144	24.85	0	0	desktop	65	1314	electronics	-20.75	0	1	22.85	62.02	low	0	59.76	free	0	loyal	afternoon
TX0001145	168.71	0	0	mobile	28	2911	entertainment	-6.39	0	3	5.87	23.97	low	0	65.52	free	1	loyal	afternoon
TX0001146	127.73	0	0	tablet	71	119	entertainment	-42.59	0	4	84.66	69	medium	0	71.09	corporate	0	new	late_night
TX0001147	85.94	0	1	tablet	34	2834	grocery	-43.66	0	0	64.73	64.87	low	3	84.46	free	1	loyal	afternoon
TX0001148	152.08	0	1	mobile	27	1018	travel	2.45	0	0	90.86	61.71	low	4	83.39	free	1	loyal	afternoon
TX0001149	161.57	0	0	mobile	72	2991	clothing	91.57	0	2	2.19	37.6	low	1	69.34	corporate	0	loyal	afternoon
TX0001150	98.58	0	1	desktop	65	2470	clothing	21.38	0	3	92.19	95.63	low	0	128.96	free	1	loyal	morning
TX0001151	145.13	0	1	mobile	33	1203	electronics	-24.52	0	1	52.34	64.36	low	2	75.1	free	0	loyal	night
TX0001152	95.65	0	0	mobile	32	2489	grocery	-73.5	0	6	13.53	9.29	low	1	65.57	free	0	loyal	morning
TX0001153	91.19	0	0	mobile	75	1497	clothing	35.4	0	2	25.19	73.64	low	5	58.77	free	2	loyal	morning
TX0001154	77.11	0	0	mobile	32	3241	electronics	57.46	0	0	14.5	31.96	medium	0	77.22	free	0	loyal	morning
TX0001155	111.78	0	0	mobile	72	322	electronics	25.62	0	2	22.64	33.01	low	1	66.51	free	0	regular	afternoon
TX0001156	13.82	1	0	mobile	37	1519	electronics	22.81	0	4	26.27	22.58	low	2	66.93	free	1	loyal	night
TX0001157	170.2	0	1	mobile	21	660	clothing	-70.57	0	3	58.32	64.8	low	1	101.52	free	0	regular	afternoon
TX0001158	164.36	0	1	desktop	49	3348	travel	6.26	0	1	26.14	95.58	low	0	55.96	free	0	loyal	afternoon
TX0001159	2.37	0	0	desktop	76	3199	electronics	-29.53	0	5	49.14	81.86	low	2	87.14	free	0	loyal	morning
TX0001160	139.81	0	0	mobile	39	199	entertainment	30.62	0	1	64.21	92.41	medium	1	85.66	free	0	regular	morning
TX0001161	11.04	0	0	desktop	52	1363	travel	-53.68	0	0	77.85	93.07	medium	4	54.49	free	0	loyal	night
TX0001162	32.65	0	1	desktop	31	1479	travel	-3.58	0	2	88.29	0.15	medium	3	41.37	free	0	loyal	afternoon
TX0001163	108.85	0	0	mobile	47	919	entertainment	37.47	0	1	15.89	62.43	low	1	83.84	corporate	0	regular	late_night
TX0001164	14.02	0	0	desktop	48	1120	clothing	-36.07	0	6	64.42	93.01	low	2	68.5	free	0	loyal	night
TX0001165	136.29	0	0	desktop	27	2133	clothing	-18.63	0	1	11.3	55.14	high	2	82.54	unknown	1	loyal	afternoon
TX0001166	142.77	0	0	mobile	23	3618	grocery	43.5	0	4	23.46	68.02	low	5	87.88	free	0	loyal	morning
TX0001167	56.66	0	0	mobile	44	2645	clothing	88.16	0	4	57	43.67	low	1	98.11	free	0	loyal	night
TX0001168	0.51	0	1	desktop	28	180	grocery	36.12	1	0	94.73	85.19	low	0	82.46	free	1	regular	night
TX0001169	27.07	0	0	desktop	53	2395	electronics	3.69	0	5	60.87	16.33	low	1	92.52	free	0	loyal	afternoon
TX0001170	76.76	0	1	mobile	27	3242	clothing	-30.93	0	2	87.59	9.21	medium	3	81.91	free	0	loyal	night
TX0001171	317.85	0	0	tablet	33	1368	clothing	-11.4	0	4	67.18	37.26	low	2	82.86	free	0	loyal	morning
TX0001172	79.93	1	0	desktop	41	1013	entertainment	32.92	0	2	74.93	7.89	medium	1	58.69	free	0	loyal	night
TX0001173	24.07	0	0	mobile	38	1849	electronics	-25.8	0	6	22.15	14.16	low	0	62.03	free	1	loyal	afternoon
TX0001174	80.41	1	1	mobile	78	1006	grocery	-22.75	0	5	48.62	15.75	low	0	31.39	corporate	0	loyal	morning
TX0001175	62.12	0	1	mobile	57	2083	electronics	-64.23	0	6	80.44	0.5	medium	1	67.99	unknown	0	loyal	afternoon
TX0001176	121.07	0	0	mobile	58	218	travel	100.95	0	0	66.05	81.41	medium	2	96.87	free	0	regular	late_night
TX0001177	9.05	1	1	mobile	53	2394	entertainment	48.39	0	3	3.11	89.25	low	0	37.25	free	1	loyal	afternoon
TX0001178	114.51	0	0	desktop	66	2808	travel	-19.88	1	0	66.81	4.01	low	3	91.88	corporate	0	loyal	afternoon
TX0001179	62.34	0	0	desktop	59	1658	grocery	67.83	0	6	19.21	23.3	low	3	38.24	free	1	loyal	late_night
TX0001180	263.73	0	0	mobile	72	2601	clothing	19.51	0	3	93.1	34.11	low	3	43.6	free	0	loyal	afternoon
TX0001181	33.47	1	1	desktop	62	1216	clothing	-45.98	0	4	92.91	79.82	low	4	61.69	free	0	loyal	night
TX0001182	80.11	0	0	mobile	40	3469	clothing	-27.11	0	1	84.48	23.33	low	1	68.85	corporate	1	loyal	night
TX0001183	215.09	0	0	mobile	38	2594	grocery	-50.38	0	0	19.53	39.92	low	2	107.07	free	1	loyal	morning
TX0001184	8.65	0	0	desktop	49	3167	travel	17.07	0	2	11.41	97.38	low	3	100.46	free	1	loyal	night
TX0001185	221.46	1	0	mobile	70	744	grocery	107.73	0	6	89.08	82.77	medium	2	66.65	corporate	0	regular	morning
TX0001186	93.15	0	0	desktop	34	1377	grocery	-0.32	0	2	48.26	9.97	low	1	101.42	corporate	0	loyal	afternoon
TX0001187	5.62	0	0	tablet	68	1246	travel	-31.29	0	6	87.72	31.95	low	3	95.97	unknown	0	loyal	morning
TX0001188	28.64	0	0	desktop	34	1418	clothing	-8.36	0	5	85.57	57.7	low	1	31.78	free	0	loyal	afternoon
TX0001189	98.53	0	1	mobile	72	3471	entertainment	85	0	3	85.94	68.29	low	5	83.96	unknown	0	loyal	morning
TX0001190	5.58	0	0	mobile	38	3437	grocery	37.61	0	2	23.13	64.46	low	3	71.31	free	0	loyal	afternoon
TX0001191	69.81	0	0	mobile	77	2655	grocery	8.3	0	4	65.89	8.44	low	2	80.88	free	0	loyal	morning
TX0001192	33.96	0	0	desktop	21	696	travel	-78.46	0	3	93.89	99.32	low	2	90.98	corporate	0	regular	morning
TX0001193	77.6	0	0	desktop	79	617	entertainment	11.87	0	1	33.52	18.3	low	1	62.51	free	2	regular	afternoon
TX0001194	3.75	0	1	desktop	40	802	grocery	-36.42	0	0	65.94	17.58	low	2	44.33	unknown	0	regular	afternoon
TX0001195	164.17	0	0	desktop	42	3234	electronics	69.76	0	3	36.62	24.19	low	1	116.63	free	0	loyal	morning
TX0001196	290.42	0	1	desktop	49	883	entertainment	-48.86	0	6	26.43	41.07	low	3	23.28	free	1	regular	afternoon
TX0001197	277.59	0	1	desktop	23	1194	grocery	-41.73	0	5	81.44	32.09	low	2	87.94	free	0	loyal	afternoon
TX0001198	110.79	0	1	mobile	31	2413	entertainment	28.79	0	5	18.91	51.2	high	0	119.96	corporate	2	loyal	afternoon
TX0001199	11.15	1	0	desktop	58	887	electronics	4.01	0	4	10.85	91.07	low	0	82.97	free	0	regular	afternoon
TX0001200	113.59	0	0	desktop	55	528	electronics	-40.38	0	3	27.46	4.05	medium	1	45.92	free	0	regular	afternoon
TX0001201	1.99	0	0	mobile	59	678	entertainment	-55.27	0	4	44.72	38.69	low	3	108.83	free	1	regular	morning
TX0001202	1.79	0	1	tablet	74	2253	clothing	91.42	0	6	79.98	98.58	low	1	95.47	free	1	loyal	afternoon
TX0001203	31.28	0	0	tablet	55	829	entertainment	-4.31	1	5	23.32	24.8	low	1	47.83	free	1	regular	afternoon
TX0001204	53.66	1	0	desktop	79	880	travel	5.26	0	3	90.72	81.85	high	1	111.06	free	0	regular	morning
TX0001205	117.72	1	0	desktop	58	1089	clothing	5.52	0	3	54.98	39.2	low	1	54.97	corporate	0	loyal	morning
TX0001206	91.98	0	0	mobile	62	1017	electronics	-92.17	0	6	71.33	91.03	high	6	95.61	free	0	loyal	night
TX0001207	47.23	0	1	mobile	33	2220	clothing	42.59	0	1	25.11	63.7	low	1	58.76	free	0	loyal	morning
TX0001208	25.58	0	0	mobile	79	678	electronics	-31.41	0	3	84.3	89.33	high	2	55.92	free	0	regular	afternoon
TX0001209	468.12	0	0	desktop	49	557	electronics	-31.83	0	4	3.13	63.47	medium	1	99.78	free	0	regular	morning
TX0001210	44.44	0	0	mobile	33	1815	electronics	2.58	0	3	21.13	89.03	low	3	57.17	free	0	loyal	morning
TX0001211	48.03	0	0	mobile	36	1557	travel	-106.06	0	2	77.99	90.41	medium	2	72.45	free	0	loyal	afternoon
TX0001212	14.29	0	1	desktop	54	2083	travel	-87.75	0	1	6.49	29.96	low	2	70.5	free	1	loyal	afternoon
TX0001213	126.71	0	1	mobile	60	613	grocery	42.04	0	4	59.31	83.88	medium	1	34.64	corporate	1	regular	afternoon
TX0001214	94.65	0	0	mobile	38	2750	travel	33.07	0	0	72.3	84	low	2	45.87	free	1	loyal	afternoon
TX0001215	19.96	0	0	mobile	32	253	electronics	-39.99	1	6	57.29	70.51	medium	5	35.27	free	0	regular	afternoon
TX0001216	6.88	0	0	mobile	78	1931	entertainment	55.72	0	6	10.14	24.11	low	2	51.12	corporate	1	loyal	morning
TX0001217	91.28	0	1	mobile	43	2433	clothing	67.74	0	5	59.84	10.79	medium	3	61.91	free	3	loyal	morning
TX0001218	85.02	0	1	mobile	47	3015	entertainment	-67.6	0	3	61.13	61.8	low	5	80.75	corporate	0	loyal	afternoon
TX0001219	25.53	0	1	mobile	57	1880	electronics	16.99	0	6	48.52	65.39	low	1	52.61	free	1	loyal	afternoon
TX0001220	241.05	0	0	mobile	32	1037	entertainment	-26.26	0	4	36.45	97.02	low	2	105.1	free	1	loyal	morning
TX0001221	13.1	0	1	mobile	60	1089	clothing	-122.37	0	2	24.36	39.82	low	4	63.04	free	1	loyal	night
TX0001222	45.3	0	1	tablet	78	575	grocery	-66.1	0	3	7.67	72.27	low	3	96.67	corporate	1	regular	afternoon
TX0001223	230.05	1	0	mobile	30	1951	grocery	18.07	1	2	3.52	87.92	medium	2	66.03	corporate	0	loyal	morning
TX0001224	43.54	0	0	desktop	44	554	travel	-46.04	0	3	79.15	79.88	low	0	94.45	free	2	regular	afternoon
TX0001225	81.41	0	1	mobile	40	1767	entertainment	55.19	0	3	52.55	40.43	low	5	129.88	free	2	loyal	afternoon
TX0001226	40.55	0	0	mobile	51	1110	travel	9.26	0	5	14.77	23.95	medium	3	101.9	corporate	2	loyal	morning
TX0001227	25.64	1	0	mobile	76	2051	travel	106.1	0	5	9.44	3.2	low	0	66.32	free	0	loyal	afternoon
TX0001228	330.7	0	0	tablet	51	3108	entertainment	-80.34	0	0	9.11	75.81	low	3	25.13	corporate	1	loyal	afternoon
TX0001229	42.12	0	0	mobile	40	1496	entertainment	85.3	0	0	14.43	38.48	low	5	94.85	free	0	loyal	night
TX0001230	179.62	0	0	desktop	75	1368	clothing	53.72	0	2	2.85	50.19	low	2	73.47	unknown	0	loyal	late_night
TX0001231	20.9	0	0	desktop	61	2188	entertainment	-8.01	0	1	76.5	98.23	medium	1	72.33	free	1	loyal	afternoon
TX0001232	19.17	0	1	mobile	75	3217	entertainment	72.42	0	5	36.68	0.48	low	3	74.25	free	0	loyal	late_night
TX0001233	2.53	0	1	tablet	37	1360	travel	-5.95	0	3	28.77	27.55	low	2	70.38	free	0	loyal	afternoon
TX0001234	84.37	0	1	mobile	71	800	grocery	78.87	0	0	46.1	98.11	low	2	47.92	free	1	regular	afternoon
TX0001235	36.78	0	0	mobile	26	1720	electronics	-41.29	0	1	31.08	48.8	low	3	108.17	corporate	0	loyal	morning
TX0001236	159.82	0	0	mobile	75	1771	grocery	8.25	0	2	69.72	93.77	low	5	80.52	corporate	0	loyal	morning
TX0001237	51.28	0	0	mobile	76	339	entertainment	-5.28	0	5	29.75	85.14	low	2	56.23	free	0	regular	late_night
TX0001238	275.85	0	0	mobile	37	123	electronics	-64.46	0	4	62.08	71.17	low	3	33.55	free	1	new	morning
TX0001239	16.42	0	0	desktop	64	3293	entertainment	-44.3	0	5	37.43	71.37	low	4	90.93	free	1	loyal	afternoon
TX0001240	162.37	0	1	mobile	56	2879	clothing	10.9	1	5	40.92	0.46	low	1	68.13	unknown	0	loyal	night
TX0001241	119.9	0	0	desktop	74	3380	entertainment	-9.28	0	0	78.3	29.72	low	1	115.2	corporate	1	loyal	night
TX0001242	117.9	0	0	mobile	31	2637	electronics	15.85	0	6	51.86	44.09	medium	3	40.07	free	0	loyal	morning
TX0001243	149.03	0	0	tablet	66	1108	clothing	-42.48	0	3	40.55	51.98	low	2	91.64	free	0	loyal	afternoon
TX0001244	114.51	0	0	mobile	43	46	electronics	-51.56	0	6	32.8	44.38	medium	2	96.85	free	0	new	morning
TX0001245	78.73	0	1	desktop	44	1388	clothing	-27.84	1	0	65.56	43.65	medium	3	49.08	free	1	loyal	night
TX0001246	11.26	0	1	desktop	51	3163	travel	12.36	0	3	62.67	86.26	low	1	3.05	free	0	loyal	late_night
TX0001247	2.65	0	0	mobile	46	2714	electronics	-10.52	0	5	8.33	96.96	low	1	84.14	free	2	loyal	afternoon
TX0001248	202.91	0	0	mobile	49	2826	travel	-21.43	1	5	67.47	84.7	high	1	34.4	free	0	loyal	morning
TX0001249	76.7	0	0	mobile	58	1626	travel	33.82	0	0	45.21	69.12	low	3	50.79	free	0	loyal	morning
TX0001250	127.38	0	1	mobile	62	2010	entertainment	22.31	1	2	97.4	73.63	medium	4	47.91	free	0	loyal	morning
TX0001251	52.55	0	0	mobile	22	585	grocery	22.64	0	2	46.84	73.73	medium	3	61.58	corporate	0	regular	late_night
TX0001252	9.98	0	0	desktop	21	1380	clothing	-3.81	0	6	94.33	79.97	low	2	109.24	free	0	loyal	afternoon
TX0001253	10.7	1	0	mobile	40	1181	electronics	-35.71	0	2	80.39	5.59	low	1	65.78	corporate	0	loyal	afternoon
TX0001254	92.56	0	0	desktop	38	3601	travel	-62.87	0	2	96.78	7.48	low	1	110.76	free	1	loyal	morning
TX0001255	45.01	1	0	mobile	50	3089	entertainment	-16.18	0	2	20.59	9.74	medium	4	120.83	free	1	loyal	morning
TX0001256	17.9	0	0	desktop	58	288	electronics	5.58	0	3	33.23	91.12	medium	0	27.39	free	0	regular	night
TX0001257	54.12	0	0	mobile	41	2790	entertainment	43.54	1	6	58.84	62.18	low	1	72.85	free	3	loyal	morning
TX0001258	5.31	0	0	mobile	33	864	electronics	-14.36	1	3	9.74	45.53	high	1	26.99	free	0	regular	late_night
TX0001259	69.78	0	1	mobile	49	1677	entertainment	-59.14	0	4	71.14	77.02	high	2	31.5	free	0	loyal	late_night
TX0001260	25.07	0	0	mobile	36	3089	entertainment	-67.77	0	5	26.91	22.01	low	3	100.79	free	0	loyal	afternoon
TX0001261	127.78	0	0	desktop	43	896	grocery	10.28	0	2	14.94	80.5	medium	3	109.38	free	0	regular	afternoon
TX0001262	29.73	0	1	desktop	20	933	travel	39.94	0	1	5.89	34.59	low	1	68.35	free	0	regular	afternoon
TX0001263	48.59	0	1	desktop	52	2487	clothing	-66.17	0	3	41.5	63.45	low	0	110.24	free	1	loyal	night
TX0001264	0.94	0	0	desktop	56	917	clothing	57.8	0	3	12.73	98.75	medium	2	80.78	free	0	regular	night
TX0001265	6.02	0	0	tablet	35	172	electronics	-57.56	0	4	49.9	7.19	medium	3	84.75	free	0	new	morning
TX0001266	39.87	0	0	desktop	74	1954	electronics	-35.6	0	3	40.9	95.75	low	1	59	free	0	loyal	afternoon
TX0001267	52.3	0	1	mobile	69	2474	grocery	51.22	0	0	87.09	76.78	low	2	94.9	free	1	loyal	afternoon
TX0001268	73.31	1	1	mobile	24	1412	electronics	-24.13	0	5	7.29	44.54	medium	3	47.44	free	0	loyal	late_night
TX0001269	27.59	0	0	mobile	49	2816	clothing	-7.16	0	3	85.97	10.25	low	2	29.84	free	0	loyal	morning
TX0001270	94.99	0	0	desktop	41	3420	travel	19.78	0	0	71.5	11.17	low	1	49.67	free	0	loyal	morning
TX0001271	157.36	0	0	mobile	33	2725	grocery	59.63	0	4	64.6	58.24	low	2	81.72	free	0	loyal	afternoon
TX0001272	121.08	0	0	desktop	70	3047	electronics	-4.41	0	0	97.53	52.54	high	4	69.11	free	0	loyal	morning
TX0001273	3.23	0	0	mobile	41	2879	grocery	5.51	0	5	4.92	53.54	medium	1	119.27	free	1	loyal	morning
TX0001274	52.39	0	0	desktop	21	2789	grocery	-8.5	0	6	49.05	27.79	low	1	51.52	free	0	loyal	morning
TX0001275	8.87	0	0	tablet	62	3379	grocery	-69.64	0	1	72.93	9.18	low	1	106.51	free	0	loyal	afternoon
TX0001276	22.17	0	0	mobile	49	1144	electronics	64.22	0	6	53.44	79.94	low	1	85.92	free	1	loyal	morning
TX0001277	345.37	0	0	desktop	59	1751	entertainment	-146.39	0	3	32.05	22.18	low	1	101.68	corporate	0	loyal	afternoon
TX0001278	12.3	0	0	desktop	51	3183	electronics	15.12	0	1	2.62	64.54	medium	2	11.93	corporate	0	loyal	late_night
TX0001279	55.27	0	0	tablet	36	48	electronics	57.35	0	2	65.21	36.48	high	2	30.4	free	0	new	night
TX0001280	77.02	0	0	mobile	31	1432	electronics	64.96	0	4	86.55	63.4	medium	2	74.83	free	1	loyal	afternoon
TX0001281	96.98	0	1	desktop	55	674	electronics	-41.5	0	4	71.83	76.94	low	3	68.15	free	2	regular	morning
TX0001282	65.61	1	0	mobile	75	2861	electronics	19.95	0	3	5.11	19.4	low	1	73.54	free	1	loyal	night
TX0001283	0.79	0	1	desktop	30	2446	grocery	-43.38	0	5	70.1	1.37	low	3	89.47	free	0	loyal	morning
TX0001284	31.62	0	0	desktop	39	1734	grocery	-34.38	0	6	73.75	27.91	high	1	127.3	free	0	loyal	afternoon
TX0001285	58.34	0	1	desktop	77	487	electronics	57.14	0	3	66.33	96.13	low	2	68.9	free	0	regular	morning
TX0001286	7.36	1	1	mobile	48	2096	travel	3.9	0	4	58.9	18.31	medium	4	60.78	free	0	loyal	afternoon
TX0001287	34.54	0	0	desktop	61	1306	travel	13.05	0	3	70.14	47.33	low	0	71.73	free	0	loyal	late_night
TX0001288	2.7	0	0	mobile	61	3465	entertainment	42.85	0	0	57.62	37.34	low	2	141.95	free	1	loyal	late_night
TX0001289	6.55	0	0	mobile	47	1246	travel	53.44	0	5	47.91	30.95	low	1	71.99	free	1	loyal	afternoon
TX0001290	40.46	0	1	desktop	40	3379	clothing	-9.05	0	5	53.64	73.09	low	5	7.37	corporate	0	loyal	afternoon
TX0001291	11.39	0	0	desktop	29	1710	clothing	-83.2	0	0	7.21	72.17	low	4	80.32	free	0	loyal	late_night
TX0001292	67.06	0	0	tablet	60	3136	travel	-14.79	0	5	52.55	78.01	low	1	0.38	corporate	1	loyal	afternoon
TX0001293	93.56	0	0	desktop	31	708	electronics	30.92	0	0	70.36	33.92	medium	2	82.58	corporate	1	regular	afternoon
TX0001294	128.99	0	1	mobile	53	3345	travel	-78.25	1	4	49.37	35.92	low	1	49.96	corporate	0	loyal	late_night
TX0001295	17.87	0	0	mobile	62	1638	clothing	-24.66	1	4	55.7	54.72	low	1	83.85	free	0	loyal	late_night
TX0001296	14.66	0	0	mobile	25	2722	travel	-20.44	0	5	76.4	0.38	low	4	83.41	free	0	loyal	morning
TX0001297	8.84	0	0	mobile	41	1126	grocery	11.83	0	1	14.14	95.38	low	1	85.51	free	0	loyal	morning
TX0001298	80.94	0	0	mobile	76	656	entertainment	-31.94	0	2	74.99	23.44	high	3	112.3	free	2	regular	night
TX0001299	98.06	0	0	mobile	72	1320	grocery	2.22	0	3	37.36	17.24	medium	2	113.76	corporate	0	loyal	night
TX0001300	2.57	0	0	mobile	20	3435	grocery	-57.42	0	6	78.56	63.74	medium	5	55.99	corporate	0	loyal	night
TX0001301	220.18	0	1	desktop	31	651	entertainment	23.87	0	4	21.97	84.81	medium	4	106.52	free	2	regular	night
TX0001302	4.27	0	1	desktop	68	1221	electronics	21.32	0	1	79.41	64.19	high	1	49.75	free	0	loyal	morning
TX0001303	62.35	0	1	desktop	67	757	entertainment	168.14	0	6	79.15	62.92	medium	1	43.43	free	1	regular	morning
TX0001304	98.77	0	0	mobile	28	3441	electronics	-50.34	0	2	32.13	48.84	low	2	83.12	free	0	loyal	morning
TX0001305	163.82	0	1	mobile	62	2174	clothing	-20.69	0	0	79.6	89.07	medium	1	77.85	unknown	1	loyal	afternoon
TX0001306	100.17	1	0	mobile	72	929	travel	65.57	0	3	12.39	96.72	low	1	63.89	corporate	0	regular	night
TX0001307	129.45	0	0	mobile	79	1645	clothing	-79.85	1	4	80.94	59.53	high	3	90.36	free	1	loyal	morning
TX0001308	33.17	0	1	desktop	55	2806	clothing	137.4	0	1	14.65	7.89	high	3	64.95	free	1	loyal	morning
TX0001309	134.92	0	1	mobile	45	727	clothing	-24.81	0	6	98.56	10.09	medium	1	132.84	free	0	regular	morning
TX0001310	6.68	0	0	desktop	40	2014	travel	-76.62	0	0	58.73	41.92	low	3	132.87	free	1	loyal	morning
TX0001311	180.16	0	1	tablet	35	2960	electronics	21.61	0	2	78.17	49.22	low	5	101.32	free	0	loyal	afternoon
TX0001312	63.45	0	1	mobile	37	3165	entertainment	2.79	0	5	56.34	64.06	low	4	41.25	free	0	loyal	afternoon
TX0001313	135.99	1	0	mobile	50	1632	electronics	-49.86	0	1	57.88	99.34	low	4	102.54	free	0	loyal	afternoon
TX0001314	48.16	1	0	tablet	19	125	electronics	-33.1	0	2	48.29	70.78	low	2	86.59	free	0	new	morning
TX0001315	82.53	0	1	desktop	56	3647	grocery	33.93	0	5	13.83	87.33	high	1	82.19	free	0	loyal	morning
TX0001316	59.79	0	0	desktop	54	3470	travel	-65.65	0	4	27.19	94.28	low	0	38.8	corporate	0	loyal	afternoon
TX0001317	105.22	0	0	desktop	43	3446	electronics	32.76	0	5	93.58	19.57	low	1	32.11	corporate	1	loyal	morning
TX0001318	6.81	0	1	mobile	68	3080	electronics	-33.28	0	1	37.26	33.37	low	5	79.95	free	0	loyal	morning
TX0001319	4.98	1	0	mobile	19	2519	clothing	131.77	0	3	5.62	68.8	low	2	66.42	free	0	loyal	morning
TX0001320	22.71	0	0	mobile	20	2528	grocery	76.57	0	0	79.74	65.29	low	1	102.87	free	1	loyal	night
TX0001321	13.9	0	0	mobile	37	1956	entertainment	-64.03	0	1	71.33	42.32	low	2	21.1	free	0	loyal	afternoon
TX0001322	164.32	0	0	mobile	27	2311	grocery	-20.31	0	6	30.75	85.41	medium	4	91.3	free	0	loyal	afternoon
TX0001323	19.8	0	1	mobile	59	1728	clothing	44.7	0	4	37.11	98.09	low	2	5.55	free	1	loyal	afternoon
TX0001324	297.93	1	0	desktop	38	1210	clothing	-147.31	0	4	49.12	39.84	low	4	55.11	free	1	loyal	afternoon
